id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
152,3,Eral Metal Fabrication Ltd,HVAC engineers,,,"157-158, 159 Midland Rd, London, E10 6JT",http://www.eralmetal.co.uk/,eralmetal.co.uk,020 8556 4863,ChIJtfaVMI8ddkgRIqbP-0FXsj4,4.9,227,"ALBAYRAKOGLU, Jeren",06794032,0,1,1,,1,21,,Eral metal Fabrication ltd,B,65,2026-08-09T10:57:35.572743+00:00,
140,3,Future Engineering Recruitment Ltd,HVAC engineers,,,"10 Lower Thames St, London, EC3R 6EN",http://www.futureengineer.co.uk/,futureengineer.co.uk,020 3411 4199,ChIJ0zdp4b4BdkgRPxyOhWMjndI,4.4,98,"COURTNEY, Ben Peter",16445092,0,1,8,1761721200,0,0,,,B,64,2026-08-09T10:57:35.571942+00:00,"I contacted Billy (as per the request in the job posting), went through the details from my side, before he was able to go through the role in any depth he had to take a call with another client - he ..."
111,3,Be Cool Refrigeration & Air-conditioning,HVAC engineers,,,"35-37 Ludgate Hill, London, EC4M 7JN",https://becoolrefrigeration.co.uk/,becoolrefrigeration.co.uk,020 3488 1889,ChIJi_4b3awEdkgR-8aqzTfinjc,4.8,169,"YOUNG, Christopher John",15047597,0,1,50,1752562800,1,41,,Be Cool Group UK Ltd,B,63,2026-08-09T10:57:35.570145+00:00,
122,3,"SmartHeat London - Commercial Boiler Installation, Repair, Service & Replacement Specialist",HVAC engineers,,,"142 Powys Ln, Arnos Grove, London, N13 4HN",http://smartheatlondon.co.uk/,smartheatlondon.co.uk,020 8432 2271,ChIJ0cFJa-gfdkgR_-NGX4-6IoY,5.0,101,"NASH, Caroline",11392203,0,1,1,,1,1,,Jiri Bartko,B,60,2026-08-09T10:57:35.570892+00:00,
107,3,London Engineers Company,HVAC engineers,,,"Station ​London, 12 Melcombe Pl, London, NW1 6JJ",http://www.lecompany.co.uk/,lecompany.co.uk,020 3603 7172,ChIJXWi6zskadkgRpgKXf1xgNog,3.9,83,"KHYMCHENKO, Oleh",09294303,0,1,50,1606982400,1,1,,Valentin Klymenko,B,59,2026-08-09T10:57:35.569625+00:00,
118,3,Breezwell LTD,HVAC engineers,,,"86-90 Paul St, London, EC2A 4NE",http://breezwelluk.com/,breezwelluk.com,020 3740 0811,ChIJuz7xbfQddkgR9rL9ZI-a3mU,5.0,69,"FERREIRA, Manuel Costa Figueiredo",15731521,0,1,1,,1,2,,Manuel Ferreira,B,58,2026-08-09T10:57:35.570626+00:00,
135,3,Fan Services LTD,HVAC engineers,,,"Ste 44, 2-3 Coleridge Gardens, London, NW6 3QH",https://www.fanservices.co.uk/,fanservices.co.uk,020 3539 1475,ChIJ-8apZaWp2EcRQmY3fwcrU8I,4.9,61,"ZEN ALABDEEN, Ghaith",09863266,0,1,29,1746428400,1,26,,Fan Services LTD,B,58,2026-08-09T10:57:35.571624+00:00,
137,3,Airvana,HVAC engineers,,,"118 Baker St, London, W1U 6TT",https://airvana.co.uk/,airvana.co.uk,020 3370 6773,ChIJg3owSCobdkgRKTi5jTzVv98,5.0,65,"AL-BAGHDADI, Karar Mohamed",16400183,0,1,37,1758870000,1,4,,airvana ltd,B,58,2026-08-09T10:57:35.571766+00:00,
119,3,UK Gas Plumbers - Commercial Gas Engineer,HVAC engineers,,,"2JR, 7 Bell Yard, London, WC2A 2JR",https://ukgasplumbers.com/,ukgasplumbers.com,020 8935 5572,ChIJiZuyjqkDdkgRi2dXiBzSVgM,4.5,55,"NORMAN, Christopher",13459561,0,1,11,1754377200,1,34,,UK Gas Plumbers Limited,B,57,2026-08-09T10:57:35.570716+00:00,
133,3,Quantech Environmental Ltd - Air Con and HVAC Installation Services,HVAC engineers,,,"124 City Rd, London, EC1V 2NX",https://www.quantechenv.co.uk/?utm_source=GBP&utm_medium=organic&utm_campaign=search,quantechenv.co.uk,020 7739 2462,ChIJSVy_IsIddkgRqOrrWm-D35M,5.0,27,"TEMPEST, Glen",06513272,0,1,1,,1,2,,CLICK RETURN LIMITED,B,56,2026-08-09T10:57:35.571529+00:00,
145,3,AA FROST,HVAC engineers,,,"55 Wilton Rd, Pimlico, London, SW1V 1DE",http://www.aafrost.co.uk/,aafrost.co.uk,,ChIJa1RPHu0FdkgRkuT6ZCzBAZI,4.9,37,"AL-SALEH, Bassel",11695408,0,1,50,1753167600,1,8,,AA FROST LTD,B,56,2026-08-09T10:57:35.572274+00:00,
114,3,Flair Facilities Ltd.,HVAC engineers,,,"160 City Rd, London, EC1V 2NX",https://flairfacilities.co.uk/,flairfacilities.co.uk,020 7998 9005,ChIJwUf5v2kddkgR8TuKdKEBiSc,5.0,11,"FARIS, William John",14816195,0,1,1,,1,5,,Flair Facilities Ltd.,B,55,2026-08-09T10:57:35.570339+00:00,
115,3,Heat Knights Boiler Repair London,HVAC engineers,,,"3, Omega Works, Harringay Warehouse District, London, N4 1LZ",https://hkboilerrepairlondon.co.uk/,hkboilerrepairlondon.co.uk,020 3002 4997,ChIJX7quQzsddkgR1UqNZCOxIe0,5.0,210,"GATT, Simon",09970430,0,1,1,,0,0,,,B,45,2026-08-09T10:57:35.570396+00:00,
138,3,Switched On London Ltd,HVAC engineers,,,"625 Garratt Ln, London, SW18 4SX",https://www.switchedon.london/,switchedon.london,020 8715 4058,ChIJee-BTlcPdkgRp_KPLCH0R6A,4.9,529,"LYONS, James",09383965,0,1,30,1605686400,0,0,,,B,45,2026-08-09T10:57:35.571834+00:00,
151,3,Boiler Repairs R Us Ltd,HVAC engineers,,,"5th Floor, 167-169 Great Portland St, London, W1W 5PF",https://www.boilerrepairsrus.co.uk/,boilerrepairsrus.co.uk,020 3695 3137,ChIJJ8D3hU4bdkgRnOiUZYmphXU,3.9,200,"MORRIS, Steven Anthony",09087592,0,1,9,1763539200,0,0,,,B,45,2026-08-09T10:57:35.572658+00:00,
117,3,AM Heating & Renewable,HVAC engineers,,,"44 St Lawrence Terrace, London, W10 5ST",https://amrenewableheating.co.uk/,amrenewableheating.co.uk,07875 084694,ChIJ4wGe9OARdkgRqhxGum-t5DY,5.0,190,"ABBOTT, Jamie",15915771,0,1,50,1567148400,0,0,,,B,44,2026-08-09T10:57:35.570549+00:00,
129,3,PCH Boiler Repair London,HVAC engineers,,,"39 Warrington Cres, London, W9 1EJ",https://www.pchboilerrepair.co.uk/,pchboilerrepair.co.uk,07769 555030,ChIJCWP-nqgadkgRMfWlBZoMLzQ,4.9,172,"KOVACS, Robert",12580827,0,1,1,,0,0,,,B,43,2026-08-09T10:57:35.571292+00:00,
143,3,Vaillant Boiler Service Experts Notting Hill,HVAC engineers,,,"Westbourne Gardens, London, W2 5NR",https://www.vaillantboilerserviceexpertsnottinghill.co.uk/,vaillantboilerserviceexpertsnottinghill.co.uk,020 7205 4646,ChIJE3X_EPYRdkgR8F-XrXX3InA,4.9,164,"KOVACS, Robert",12705716,0,1,1,,0,0,,,B,43,2026-08-09T10:57:35.572152+00:00,
106,3,Warm and Cool London,HVAC engineers,,,"The Vineyards, 36 Gloucester Ave., London, NW1 7BB",https://warmandcoollondon.co.uk/,warmandcoollondon.co.uk,020 3633 2322,ChIJ62SelK4ddkgR6NtdMiNrD3w,4.9,158,"THOMAS, Alastair",15651896,0,1,50,1667026800,0,0,,,B,42,2026-08-09T10:57:35.568039+00:00,
108,3,Russell Heating Ltd,HVAC engineers,,,"Pollard House, 10 Northdown St, London, N1 9BJ",https://www.russellheating.co.uk/,russellheating.co.uk,0800 999 1102,ChIJ15BaLEcbdkgRrB4S8tIifZY,4.8,103,"LILA, Aleks",07134660,0,1,5,1761030000,0,0,,,B,40,2026-08-09T10:57:35.569881+00:00,
125,3,Heat Quick Direct,HVAC engineers,,,"Ste A, 5-11 Westbourne Grove, London, W2 4UA",https://heatquickdirect.co.uk/,heatquickdirect.co.uk,020 3697 1259,ChIJBdPxs0oRdkgR7l3Km2n7uYQ,4.8,82,"DOUBLE, Emily Jane",03853486,0,1,50,1744095600,0,0,,,B,39,2026-08-09T10:57:35.571043+00:00,
110,3,iClimate,HVAC engineers,,,"43 Berkeley Square, London, W1J 5AP",https://www.iclimatesolutions.co.uk/,iclimatesolutions.co.uk,020 3198 1101,ChIJ950Src4adkgRti_ddkBoJYg,4.8,70,"BARLOW, Adam Charles",09883479,0,1,50,1625036400,0,0,,,B,38,2026-08-09T10:57:35.570081+00:00,
132,3,RightAir Solutions,HVAC engineers,,,"32 Donnington Rd, London, NW10 3QU",https://rightairsolutions.com/,rightairsolutions.com,020 3886 2326,ChIJx_KMtc_9eUgR0ZOukndulzs,5.0,61,"ADEFOWORA, Adekoya Babajide",15579798,0,1,50,1651474800,0,0,,,B,38,2026-08-09T10:57:35.571459+00:00,
141,3,Prime Plumbers London,HVAC engineers,,,"352-356 Battersea Park Rd, Battersea Park, London, SW11 3BY",http://www.primeplumberslondon.co.uk/,primeplumberslondon.co.uk,020 3488 3767,ChIJM169M74FdkgRHOd-Poc60bQ,4.9,72,"HANIF, Abdul",17015331,0,1,17,1587625200,0,0,,,B,38,2026-08-09T10:57:35.572024+00:00,
113,3,London Heat Engineers Ltd,HVAC engineers,,,"41 Davenant Rd, Archway, London, N19 3NW",http://www.londonheatengineers.co.uk/,londonheatengineers.co.uk,07414 232777,ChIJ819_Q-8ZdkgRklm6RtM1akw,5.0,45,"MORADI, Arash, Dr",10300210,0,1,50,1565247600,0,0,,,B,37,2026-08-09T10:57:35.570285+00:00,
124,3,Lux Cooling Group,HVAC engineers,,,"35 Grafton Way, London, W1T 5DB",https://luxcoolinggroup.co.uk/,luxcoolinggroup.co.uk,01992 663150,ChIJO1YMuQ4bdkgRg-66MKdpnxc,5.0,41,"WEBBER, Leon Curtis",11067330,0,1,3,1763193600,0,0,,,B,37,2026-08-09T10:57:35.570995+00:00,
139,3,Boiler Engineer 4U LTD,HVAC engineers,,,,https://www.boilerengineer4u.co.uk/,boilerengineer4u.co.uk,020 7101 3445,ChIJrQQpu24ihYARcgT77x0VpiE,5.0,53,"CHERPOKOV, Vasil",11293741,0,1,18,1754809200,0,0,,,B,37,2026-08-09T10:57:35.571897+00:00,
142,3,Better Gas,HVAC engineers,,,"142 Cromwell Rd, London, SW7 4EF",http://www.bettergas.co.uk/,bettergas.co.uk,07473 432446,ChIJjclKqkcFdkgRCNlqgGaRDTo,5.0,51,"GURSKI, Brendan Emil",12338743,0,1,50,1668326400,0,0,,,B,37,2026-08-09T10:57:35.572101+00:00,
144,3,UK Coldroom Ltd.,HVAC engineers,,,,https://www.ukcoldroom.co.uk/,ukcoldroom.co.uk,07722 523727,ChIJG00HaOIedkgRh_NCIfjq-bw,4.9,43,"KHOSRAVI, Babak",09410735,0,1,17,1755068400,0,0,,,B,37,2026-08-09T10:57:35.572214+00:00,
147,3,A212 Electric and Gas,HVAC engineers,,,"73 Greenfield Rd, London, E1 1EJ",http://a212electricandgas.co.uk/,a212electricandgas.co.uk,07932 701835,ChIJ07XTSdoddkgRCYe7jDLJR-8,4.9,44,"AZIZ, Imran",13680314,0,1,50,1756450800,0,0,,,B,37,2026-08-09T10:57:35.572402+00:00,
153,3,NEXTHERM,HVAC engineers,,,,http://nextherm.co.uk/,nextherm.co.uk,,ChIJu4z83koXdkgR1jwSClonM30,4.8,50,"NOORBAKHSH, Kaveh",16996423,0,1,1,,0,0,,,B,37,2026-08-09T10:57:35.572792+00:00,
112,3,London Air Con,HVAC engineers,,,"S201, Garden Studios, 71-75 Shelton St, London WC2H 9JQ",http://www.londonaircon.net/,londonaircon.net,0800 208 6722,ChIJH1I8dLMbdkgRJlwLN1IKE6E,4.9,36,"QASIM, Raja Mohammed",17324862,0,1,50,1751353200,0,0,,,B,36,2026-08-09T10:57:35.570225+00:00,
121,3,MASPER,HVAC engineers,,,"192 Campden Hill Rd, London, W8 7TH",https://masper.co.uk/,masper.co.uk,020 3743 3014,ChIJW3z7LsMRdkgRjBQYx1G7-F4,5.0,20,"PARTRIDGE, James Roger Harold",10612104,0,1,36,1761202800,0,0,,,B,36,2026-08-09T10:57:35.570834+00:00,
123,3,A2Z Cooling,HVAC engineers,,,"10 Artillery Row, London, SW1P 1RZ",http://www.a2zcooling.co.uk/,a2zcooling.co.uk,07958 339444,ChIJq6ohJtEddkgR9YPPFGHDTIw,5.0,31,"ROUSTA, Reza",13345849,0,1,50,1751871600,0,0,,,B,36,2026-08-09T10:57:35.570939+00:00,
128,3,Elements Heating & Plumbing,HVAC engineers,,,"First Floor, 85 Great Portland St, London, W1W 7LT",http://www.elementsheating.co.uk/,elementsheating.co.uk,07881 307519,ChIJ3T_VYo8bdkgRnP9DLsaVYlk,4.8,24,"TOCI, Erion",13355654,0,1,50,1586934000,0,0,,,B,36,2026-08-09T10:57:35.571198+00:00,
150,3,Commercial Gas Safety Certificates Ltd,HVAC engineers,,,"Eagle House, 163 City Rd, London, EC1V 1NR",http://www.commercial-gas-safetycertificate.co.uk/,commercial-gas-safetycertificate.co.uk,07779 977899,ChIJVVXBcaYcdkgRvDbQ26re8PE,4.4,36,"KOVACS, Robert",10782861,0,1,25,1753426800,0,0,,,B,36,2026-08-09T10:57:35.572596+00:00,
131,3,QDS Group Ltd,HVAC engineers,,,"35 Grafton Way, London, W1T 5DB",https://www.qdsgroup.co.uk/,qdsgroup.co.uk,020 8805 9592,ChIJK4ZrMyEfdkgRWR_6k_nK9PE,4.7,13,"MATHEOU, Marios Irvine Cameron",10045272,0,1,1,,0,0,,,B,35,2026-08-09T10:57:35.571406+00:00,
134,3,EA SOLUTION,HVAC engineers,,,,https://easolution.pro/,easolution.pro,07480 950116,ChIJhVQNCAmiQ2URqcuKkg18JKE,5.0,16,"NAIM, Issam",06738684,0,1,50,1735200000,0,0,,,B,35,2026-08-09T10:57:35.571573+00:00,
