firm_name,vertical,location,postcode,phone,email,website,review_count,avg_rating,review_target_score,opportunity_score,flags,company_number,director_name,years_trading,tps_checked,is_chain,chain_reason
Air Conditioning Installation & Maintenance,air conditioning companies,South London,SE26 6UX,07418 351426,mail@bsefm.com,https://www.bsefm.com/our-services/air-conditioning-service-and-installation,22,5.0,20,15,no_booking;no_chat;phone_dependent,,,,false,false,
Aircon Installation In South London,air conditioning companies,South London,SE24 0JT,020 8058 7724,info@oj-gas.com,https://ojph.co.uk/aircon/,20,5.0,20,15,no_booking;no_chat;phone_dependent,,,,false,false,
Air Conditioning Companies in South London,air conditioning companies,South London,SE26 6UX,020 8689 4029,,https://www.airconditioning101.co.uk/south-london,22,5.0,20,15,no_booking;no_chat;phone_dependent,,,,false,false,
London Air Conditioning Specialists,air conditioning companies,South London,SE24 0JT,020 8058 7724,info@londonclimatesolutions.com,https://www.londonclimatesolutions.com/,20,5.0,20,15,no_booking;no_chat;phone_dependent,,,,false,false,
Aircono - Air Conditioning Expert London,air conditioning companies,South London,N18 3UH,020 8795 2224,info@aircono.co.uk,https://aircono.co.uk/,47,4.8,20,10,no_booking;no_chat,,,,false,false,
Hamilton Air Conditioning London,air conditioning companies,South London,NW7 2AS,020 8202 4540,,https://www.hamiltonaircon.com/?utm_source=gmb&utm_medium=map,22,5.0,20,10,no_booking;no_chat,,,,false,false,
Air Conditioning London,air conditioning companies,South London,SE24 0JT,020 8058 7724,,https://airconditioningsouth.co.uk/areas/air-conditioning-london/,20,5.0,20,10,no_booking;no_chat,,,,false,false,
Air Conditioning London,air conditioning companies,South London,SE24 0JT,020 8058 7724,hello@acluk.co.uk,https://airconditioning-london.co.uk/,20,5.0,20,10,no_booking;no_chat,,,,false,false,
Air Conditioning Units Installation In South London,air conditioning companies,South London,SE24 0JT,020 7870 2333,,https://simplyairconditioninglondon.co.uk/air-conditioning-units-installation-in-south-london/,20,5.0,20,10,no_booking;no_chat,,,,false,false,
Smart Air Services Ltd | Air Conditioning Installation services in London | A/C and Ventilation maintenance in London,air conditioning companies,South London,N13 5RJ,07411 514074,info@smartairservices.co.uk,https://smartairservices.co.uk/,20,4.6,20,5,no_booking,,,,false,false,
Commercial Air Conditioning & Heating Services London,air conditioning companies,South London,W4 3EQ,020 3811 8222,hello@SWLservices.co.uk,https://www.swlservices.co.uk/air-conditioning-ventilation-london,97,4.8,10,15,no_booking;no_chat;phone_dependent,,,,false,false,
Cool 365 Ltd,air conditioning companies,South London,SE3 9RD,020 3807 6638,info@cool365.co.uk,https://www.cool365.co.uk/,72,4.9,10,10,no_booking;no_chat,,,,false,false,
Air Options Ltd,air conditioning companies,South London,EC2M 4YF,020 7127 4686,,https://www.airoptions.co.uk/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=gbp_london,64,5.0,10,10,no_booking;no_chat,,,,false,false,
EFAM Air,air conditioning companies,South London,SE26 5BW,0800 084 3520,,http://efamair.com/,61,4.9,10,10,no_booking;no_chat,,,,false,false,
Stanley Cool: HVAC Services London,air conditioning companies,South London,,,office@stanleycool.co.uk,https://stanleycool.co.uk/,,,10,10,weak_gbp;no_booking;no_chat,,,,false,false,
Cooling Services Ltd,air conditioning companies,South London,W4 3EQ,020 3811 8222,,https://coolingservicesltd.co.uk/?utm_source=yell&utm_medium=referral&utm_campaign=yell,97,4.8,10,0,no_booking;no_chat;phone_dependent,,,,false,false,
CapCool Air Conditioning & Refrigeration Specialists,air conditioning companies,South London,UB6 7LQ,020 3504 5400,info@capcool.co.uk,http://capcool.co.uk/,123,5.0,0,10,no_booking;no_chat,,,,false,false,
