id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
240,7,Trade Heroes,Bathroom renovation,,,"Deal Tree House, Blackmore Rd, Hook End, Brentwood CM15 0DS, UK",https://tradeheroes.uk/,tradeheroes.uk,07867 488396,ChIJ1VgGdSAGI4YRGVjb-hHHimE,5.0,45,"AKINYEYE, Akinmayowa Femi",14888444,0,1,50,1719817200,0,0,,,B,37,2026-08-09T14:07:22.977633+00:00,
245,7,BG Premier Bathrooms,Bathroom renovation,,,"6 Fambridge Cl, Maldon CM9 6DJ, UK",https://bgpremierbathrooms.com/,bgpremierbathrooms.com,07471 646224,ChIJUxm82Irh2EcRy46s48Qmby4,5.0,52,"BENTLEY-GRIGG, Benjamin",15564250,0,1,4,1756105200,0,0,,,B,37,2026-08-09T14:07:22.978158+00:00,
246,7,Holden and Salter Design | Build,Bathroom renovation,,,"Chelmsford CM1 1LJ, UK",http://www.holdenandsalterdb.com/,holdenandsalterdb.com,07753 110013,ChIJ-b-mYBbr2EcR_cL_W_Qn7Hg,5.0,46,"HOLDEN, Samuel",17156301,0,1,50,1611993600,0,0,,,B,37,2026-08-09T14:07:22.978214+00:00,
256,7,Pro House Restore Ltd,Bathroom renovation,,,"17 Lower Anchor St, Chelmsford CM2 0AS, UK",https://www.prohouserestore.co.uk/,prohouserestore.co.uk,01245 377798,ChIJOcZE3tzr2EcRWUoWey1VX0Y,5.0,44,"IRIMIA, Stefan-Cristian",13453148,0,1,4,1759302000,0,0,,,B,37,2026-08-09T14:07:22.978832+00:00,
262,7,DX5 Carpentry & Building - Builders in Essex,Bathroom renovation,,,"210 Leigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 1BS, UK",http://www.dx5.co.uk/,dx5.co.uk,07877 069717,ChIJ3W7pLALZ2EcR94_9-5ATzuU,4.9,53,"BRUSHETTE, Dex",13859516,0,1,31,1755327600,0,0,,,B,37,2026-08-09T14:07:22.979212+00:00,
238,7,Skyline Renovations,Bathroom renovation,,,"93 Inchbonnie Rd, South Woodham Ferrers, Chelmsford CM3 5ZW, UK",http://www.skylinerenovations.co.uk/,skylinerenovations.co.uk,07590 206234,ChIJzU7dHQjd2EcRmnUyh_fPF6Q,5.0,25,"IVASIUC, Taras",16122260,0,1,50,1754463600,0,0,,,B,36,2026-08-09T14:07:22.977412+00:00,
239,7,Essex Bathroom Installations Limited,Bathroom renovation,,,"98a Ferry Rd, Hullbridge, Hockley SS5 6EX, UK",https://www.essex-bathrooms.co.uk/,essex-bathrooms.co.uk,07712 674877,ChIJbVSxq_Xc2EcRIRkWtKKUUII,4.8,25,"KINGHAM, Carrie",10060028,0,1,19,1765180800,0,0,,,B,36,2026-08-09T14:07:22.977546+00:00,
241,7,Bathrooms Chigwell - My Bathroom Renovation Ltd,Bathroom renovation,,,"14 Arrowsmith Cl, Chigwell IG7 4PL, UK",http://www.mybathroomrenovationltd.co.uk/,mybathroomrenovationltd.co.uk,07568 748789,ChIJw9B_CDCj2EcRljCXaz0j024,4.9,27,"VOLNEY, Hervan Venison",16355551,0,1,7,1773471600,0,0,,,B,36,2026-08-09T14:07:22.977730+00:00,
247,7,Academy Concepts | Home Renovation & Building Specialists Essex,Bathroom renovation,,,"204 Rayleigh Rd, Hutton, Brentwood CM13 1PN, UK",https://academyconcepts.co.uk/,academyconcepts.co.uk,01277 715089,ChIJWYGkfg2_2EcReVj0ZQTWzI8,4.9,26,"DICK, Brandon",SC718164,0,1,1,,0,0,,,B,36,2026-08-09T14:07:22.978263+00:00,
251,7,Paul Lucas Bathrooms & Kitchens,Bathroom renovation,,,"7 Fullbridge, Mill Ln, Maldon CM9 4LE, UK",https://plbk.co.uk/?referrer=gbp,plbk.co.uk,01621 853558,ChIJjffGpTrh2EcRSayEqNS2vtE,4.9,36,"BRAZIER, Paul Christopher",06894601,0,1,15,1762243200,0,0,,,B,36,2026-08-09T14:07:22.978549+00:00,
254,7,Bathroom Studio Design,Bathroom renovation,,,"The Keys Eagle Way, Great Warley, Warley, Brentwood CM13 3BP, UK",http://www.bathroomstudio.co.uk/,bathroomstudio.co.uk,01277 222426,ChIJP4C6ELO-2EcRBRdT2SP_z7Y,4.3,32,"BILLINGTON, Mark Eden",15881039,0,1,50,1729926000,0,0,,,B,36,2026-08-09T14:07:22.978728+00:00,
257,7,Essex Plumbing & Construction,Bathroom renovation,,,"397 London Rd, Westcliff-on-Sea, Southend-on-Sea, Westcliff-on-Sea SS0 7HU, UK",https://www.e-pac.co.uk/,e-pac.co.uk,01702 781808,ChIJX1VzyXRThk8RpJ-wVhoOZxg,4.7,24,"BARTON, Daniel James",13908342,0,1,50,1745218800,0,0,,,B,36,2026-08-09T14:07:22.978898+00:00,
258,7,Craft Design + Build LLC,Bathroom renovation,,,"9A Novelty Ln, Essex, CT 06426, USA",http://craftdesignandbuild.com/,craftdesignandbuild.com,(860) 371-0007,ChIJRcOipQQ95okR6MdyeozU1cQ,5.0,23,"TALBOT, Victoria Regina",11423599,0,1,6,1769414400,0,0,,,B,36,2026-08-09T14:07:22.978948+00:00,
263,7,ACS Essex Ltd,Bathroom renovation,,,"Heath Rd, Ramsden Heath, Billericay CM11 1ND, UK",https://www.acsessex.co.uk/,acsessex.co.uk,07970 686788,ChIJuc52HIHB2EcRwGD0D7iY-Ow,5.0,21,"NEWINS, Mark",14700185,0,1,2,1672992000,0,0,,,B,36,2026-08-09T14:07:22.979251+00:00,
264,7,South Woodham Bathroom centre,Bathroom renovation,,,"12 Reeves Way, South Woodham Ferrers, Chelmsford CM3 5XF, UK",http://www.southwoodhambathroomcentre.co.uk/,southwoodhambathroomcentre.co.uk,01245 324577,ChIJsy2NFqrd2EcRZBXysAyehJ0,4.4,23,"DAY, Melany Jayne",05026417,0,1,35,1763366400,0,0,,,B,36,2026-08-09T14:07:22.979344+00:00,
268,7,Garland & Bird Ltd,Bathroom renovation,,,"49 Lynmouth Ave, Chelmsford CM2 0TR, UK",https://www.garlandbird.co.uk/,garlandbird.co.uk,07899 987728,ChIJz6OTVX7p2EcRcCIcmI6jehY,4.9,22,"BIRD, Andrew David",11071125,0,1,50,1754377200,0,0,,,B,36,2026-08-09T14:07:22.979914+00:00,
269,7,Adan Construction LLC - Home Remodeling Company,Bathroom renovation,,,"63 Main St, Newark, NJ 07105, USA",https://adanconstruction.net/,adanconstruction.net,(201) 500-5742,ChIJaZJoZCVTwokRLj8bIAyG5Vk,5.0,38,"RODRIGUES DE OLIVEIRA PEREIRA, Jose Manuel",13734075,0,1,1,,0,0,,,B,36,2026-08-09T14:07:22.979986+00:00,
242,7,InRenovate,Bathroom renovation,,,"New Rd, Broomfield, Chelmsford CM1 7AN, UK",https://www.inrenovate.co.uk/,inrenovate.co.uk,01245 377892,ChIJkayL-C3t2EcRKAj1ZZl1BEQ,5.0,18,"KINNIER, Nicola",10265460,0,1,50,1739520000,0,0,,,B,35,2026-08-09T14:07:22.977817+00:00,
243,7,Jennings Renovations LTD | Kitchen | Bathroom | Extension | Home Renovation,Bathroom renovation,,,"The Leys, Basildon SS16 4BN, UK",https://www.jenningsrenovations.co.uk/,jenningsrenovations.co.uk,01268 975385,ChIJcfHS1f_F2EcRVw3TycFZD9E,5.0,15,,CE037966,0,1,1,,0,0,,,B,35,2026-08-09T14:07:22.977915+00:00,
253,7,Blue Tub Bathroom installations,Bathroom renovation,,,"3 Walkers Cl, Springfield, Chelmsford CM1 6UW, UK",https://blue-tub.co.uk/,blue-tub.co.uk,07768 130466,ChIJUwBwbkXp2EcRQXdtwmRkmD0,5.0,13,"BARDEN, Paul Edward",10068261,0,1,1,,0,0,,,B,35,2026-08-09T14:07:22.978653+00:00,
255,7,"ACS Xtra Space - Builders in Ongar, Essex",Bathroom renovation,,,"Great Bansons, Banson's Ln, Chipping Ongar, Ongar CM5 9AR, UK",https://www.acsxtraspace.co.uk/,acsxtraspace.co.uk,01277 545525,ChIJr03vluyX2EcR7HxF7kYYrUE,5.0,17,"STEPHEN, Andrew",13202933,0,1,1,,0,0,,,B,35,2026-08-09T14:07:22.978781+00:00,
266,7,"Sean Thomas Ltd - Trusted builder in Thorpe Bay, Southend on Sea, Essex",Bathroom renovation,,,"19 Ladram Way, Southend-on-Sea SS1 3PZ, UK",http://www.seanthomas.uk/,seanthomas.uk,01702 742622,ChIJ81FJR6vZ2EcRVpyigpQ7Mnk,4.8,19,"THOMAS, Sean",SC498927,0,1,1,,0,0,,,B,35,2026-08-09T14:07:22.979472+00:00,
