id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
59,2,Premium Clinic,Cosmetic dentistry / implant clinics,,,"50-54 Wigmore St, London, W1U 2AU",https://www.premiumclinic.co.uk/,premiumclinic.co.uk,020 3287 6614,ChIJbwE21a8bdkgRCG8ctPwmygs,4.9,215,"TRITEAN, Dumitru, Dr",11223409,0,1,50,1737964800,,,,,B,45,2026-08-09T10:14:39.212430+00:00,
60,2,UK Smile,Cosmetic dentistry / implant clinics,,,"81 Buckingham Gate, London, SW1E 6PE",http://www.uksmile.com/,uksmile.com,020 7788 8495,ChIJDf0-FLQadkgRAuKmDq3qZ8k,5.0,206,"AL-KILLIDAR, Athyr Adnan, Dr",06337370,0,1,50,1725865200,,,,,B,45,2026-08-09T10:14:39.212478+00:00,
61,2,The Dental Centre London,Cosmetic dentistry / implant clinics,,,"139 Euston Rd., London, NW1 2AA",https://www.thedentalcentrelondon.com/?utm_source=gmb&utm_medium=organic,thedentalcentrelondon.com,020 7380 0034,ChIJN5O-9yUbdkgRwEUpKlrbrOg,4.7,346,"JONES, Chandra Kala, Dr",07370168,0,1,51,1743404400,,,,,B,45,2026-08-09T10:14:39.212529+00:00,
62,2,Forest & Ray,Cosmetic dentistry / implant clinics,,,"Bloomsbury, 8F Gilbert Pl, London, WC1A 2JD",https://forestray.dentist/?utm_source=gbp&utm_medium=web,forestray.dentist,020 8124 6138,ChIJKXHharMadkgRESpym5jyoog,4.6,283,"KASITERIDIS, Nikolaos, Dr",06076140,0,1,51,1703491200,,,,,B,45,2026-08-09T10:14:39.212596+00:00,
66,2,Serene Dental,Cosmetic dentistry / implant clinics,,,"56 Knightsbridge, London, SW1X 7JN",https://www.serenedental.co.uk/?utm_source=local&utm_medium=organic&utm_content=gmb,serenedental.co.uk,020 7112 4919,ChIJCcI7xo8FdkgR56YMQmn91eY,5.0,216,"KAUR, Navpreet",15782322,0,1,50,1752476400,,,,,B,45,2026-08-09T10:14:39.212855+00:00,
67,2,Dental Artistry,Cosmetic dentistry / implant clinics,,,"6-8 High St, London, N8 7PD",http://dentalartistry.co.uk/,dentalartistry.co.uk,020 8340 9745,ChIJN-LCGcMbdkgRwPgyl1BKenA,5.0,246,"MPIANA, Ange Kitambala",16868278,0,1,50,1737187200,,,,,B,45,2026-08-09T10:14:39.212900+00:00,
70,2,SW1 Dental Studio,Cosmetic dentistry / implant clinics,,,"41-43 Great Peter St, London, SW1P 3LT",http://www.sw1dentalstudio.co.uk/,sw1dentalstudio.co.uk,020 7222 3002,ChIJm_FuK8MEdkgRuqZqGdVljMs,4.9,315,"PRASAD, Deepa, Dr",09467042,0,1,3,1755414000,,,,,B,45,2026-08-09T10:14:39.213054+00:00,
71,2,Prem Dent - Your Dental and Beauty Clinic in London - SE1,Cosmetic dentistry / implant clinics,,,"42A Harper Rd, London, SE1 6AD",https://prem-dent.com/,prem-dent.com,020 7207 8567,ChIJ-yt-G2sddkgRZT_yLmpb72o,4.8,449,"KING, Antoinette",10415758,0,1,50,1754031600,,,,,B,45,2026-08-09T10:14:39.213104+00:00,
73,2,Smile Hub Dental Group Ltd,Cosmetic dentistry / implant clinics,,,"8a Brushfield St, London, E1 6AN",https://smile-hub.co.uk/spitalfields-clinic/,smile-hub.co.uk,020 3859 7611,ChIJR1fqi3kddkgRCViMHaUctHE,4.9,305,"ALDRIDGE, Catherine Anne",17032044,0,1,1,,,,,,B,45,2026-08-09T10:14:39.213214+00:00,
74,2,Camden Dental Centre,Cosmetic dentistry / implant clinics,,,"77 Camden High St, London, NW1 7JL",http://www.camdendentalcentre.co.uk/,camdendentalcentre.co.uk,020 7380 0768,ChIJt01m-h8bdkgRXcItvq4G6KE,4.5,233,"SHEIKH, Hamza, Dr",13964280,0,1,50,1748847600,,,,,B,45,2026-08-09T10:14:39.213272+00:00,
76,2,Hermes London Dental Clinic,Cosmetic dentistry / implant clinics,,,"205 Vauxhall Bridge Rd, Pimlico, London, SW1V 1ER",https://hermeslondondentalclinic.com/,hermeslondondentalclinic.com,020 7233 7660,ChIJS7kCaeAEdkgRDXzHYmjXq_8,4.9,254,"CHOLIA, Prabjit Kaur",06447939,0,1,6,1781161200,,,,,B,45,2026-08-09T10:14:39.213390+00:00,
77,2,American Smile Dentists Chelsea,Cosmetic dentistry / implant clinics,,,"1st Floor, 18 Cadogan Gardens, London, SW3 2RP",https://www.americansmile.co.uk/?utm_source=google&utm_medium=maps,americansmile.co.uk,020 3973 9266,ChIJB7t6NDYFdkgRcvhuwuqlpPc,4.8,222,"BATTISTA, Eric",13377657,0,1,1,1779692400,,,,,B,45,2026-08-09T10:14:39.213441+00:00,
81,2,Smile Solutions,Cosmetic dentistry / implant clinics,,,"24 England's Ln, Belsize Park, London, NW3 4TG",http://www.smilesolutionslondon.co.uk/,smilesolutionslondon.co.uk,020 7449 1760,ChIJdZ9tf-0adkgRZN2KNA6hJuY,4.9,390,"NIKOOPOUR, Tara",04695190,0,1,50,1717484400,,,,,B,45,2026-08-09T10:14:39.213728+00:00,
83,2,Whites Dental Waterloo,Cosmetic dentistry / implant clinics,,,"172 Blackfriars Rd, London, SE1 8ER",https://www.whitesdental.co.uk/waterloo-blackfriars-rd/?utm_source=google&utm_medium=maps,whitesdental.co.uk,020 8616 0590,ChIJ35edIaUEdkgRR4DLUv50OtU,4.8,702,"KITCHEN, Malcolm Paul",15893409,0,1,1,,,,,,B,45,2026-08-09T10:14:39.213864+00:00,
85,2,Dentistry100,Cosmetic dentistry / implant clinics,,,"64-65 Long Ln, Barbican, London, EC1A 9EJ",http://www.dentistry100.co.uk/,dentistry100.co.uk,020 7638 7100,ChIJx30mCVQbdkgRsHR6iqF7qdw,4.9,213,,,0,1,50,1713164400,,,,,B,45,2026-08-09T10:14:39.214024+00:00,
87,2,Dental Care London,Cosmetic dentistry / implant clinics,,,"18 St Mary's Grove, Richmond, TW9 1UY",https://www.dentalcarelondon.co.uk/,dentalcarelondon.co.uk,020 3538 9449,ChIJsa1_mi8MdkgRqiXZ_Ri8E9U,4.8,284,"MAAN, Swati, Dr",09084437,0,1,50,1704009600,,,,,B,45,2026-08-09T10:14:39.214164+00:00,
88,2,Mint Dental Centre,Cosmetic dentistry / implant clinics,,,"41 Clapham Rd, London, SW9 0JD",https://www.mintdentalcentre.com/,mintdentalcentre.com,020 7587 0100,ChIJ7_WF9YwEdkgR93_63S00NPE,4.3,931,"CHANDRAN, Kannan Saleem Raja",07049431,0,1,51,1763625600,,,,,B,45,2026-08-09T10:14:39.214238+00:00,
92,2,"Angel Smile Dental- Private Dentist in Angel, Islington",Cosmetic dentistry / implant clinics,,,"41 Islington High St, London, N1 9LH",http://www.angelsmile.co.uk/,angelsmile.co.uk,020 7837 3938,ChIJDfYKKUMbdkgR3wcqGtTwca8,4.7,234,"ANGEL, Anne",05533927,0,1,7,1780556400,,,,,B,45,2026-08-09T10:14:39.214539+00:00,
97,2,Beresford Dental Clinic,Cosmetic dentistry / implant clinics,,,"2 Lower Grosvenor Pl, London, SW1W 0EJ",https://www.beresforddentalclinic.co.uk/,beresforddentalclinic.co.uk,020 7821 9411,ChIJG5zgIiEFdkgRi5XGIX1xr5M,4.9,220,"BERESFORD, Alexander Paul, Sir",06878292,0,1,50,1751871600,,,,,B,45,2026-08-09T10:14:39.214869+00:00,
98,2,Sardinia House Dental Practice,Cosmetic dentistry / implant clinics,,,"4th Floor, 52 Sardinia St, London, WC2A 3LZ",https://www.sardiniadental.com/?utm_source=local&utm_medium=organic&utm_content=gmb,sardiniadental.com,020 7404 8600,ChIJvdesrMoEdkgR4hyiWtRFNPQ,4.9,375,"JILKA, Amit Rajnikant, Dr",06880308,0,1,5,1756450800,,,,,B,45,2026-08-09T10:14:39.214918+00:00,
99,2,Centre Point Dental,Cosmetic dentistry / implant clinics,,,"Flat 4, 132 Charing Cross Rd, London, WC2H 0LA",http://www.centrepointdental.co.uk/,centrepointdental.co.uk,020 7836 9259,ChIJpU7tUS0bdkgRnG30smcCdCI,4.8,224,"YOUNAS, Faiz Ali",14422124,0,1,50,1737187200,,,,,B,45,2026-08-09T10:14:39.214964+00:00,
11,2,Dental Art Implant Clinic - Balham,Cosmetic dentistry / implant clinics,,,"143-145 Balham Hill, London, SW12 9DL",https://www.dentalartimplantclinic.co.uk/,dentalartimplantclinic.co.uk,020 3322 3218,ChIJdT8WDYkFdkgRhe1mYmYKhpA,4.8,190,"ANDRIJEVSKIS, Sergejs",08459947,0,1,1,,,,,,B,44,2026-08-09T10:14:39.209768+00:00,
31,2,Smart Dental and Aesthetic Clinic,Cosmetic dentistry / implant clinics,,,"81 York St, London, W1H 1QH",https://www.smartdentalclinic.co.uk/,smartdentalclinic.co.uk,020 3576 2581,ChIJPyk76NobdkgR2gpvDwHdkcw,4.9,183,"AHMADIANI, Sahar, Dr",14927279,0,1,50,1753081200,,,,,B,44,2026-08-09T10:14:39.210835+00:00,
46,2,London Smiling Dentist,Cosmetic dentistry / implant clinics,,,"Dental Surgery, 62A Goodge St, London, W1T 4NE",https://londonsmiling.com/,londonsmiling.com,020 7636 7616,ChIJSaYRwSsbdkgRAa6oZ1Az5kk,4.7,192,"MOOSAJEE, Alif",09166020,0,1,50,1745996400,,,,,B,44,2026-08-09T10:14:39.211710+00:00,
56,2,The Kensington Clinic,Cosmetic dentistry / implant clinics,,,"6 Russell Gardens, London, W14 8EZ",https://tkcdental.co.uk/?utm_campaign=gmb,tkcdental.co.uk,020 4634 7995,ChIJsetr4ekPdkgRxLIROPY9guc,4.9,182,"COOMBES, Darryl Michael",06996071,0,1,50,1720422000,,,,,B,44,2026-08-09T10:14:39.212270+00:00,
96,2,Holford Partners Curaden Dental Clinic,Cosmetic dentistry / implant clinics,,,"73 New Bond St, London, W1S 1RS",https://www.holfordcuraden.com/,holfordcuraden.com,020 7499 9806,ChIJfw0Cl9QadkgRDaW7Z4GjJuU,4.9,180,"NIEDEN, Clifford Zur",08914441,0,1,1,,,,,,B,44,2026-08-09T10:14:39.214801+00:00,
50,2,Forma Smile & Beauty Dental Clinic,Cosmetic dentistry / implant clinics,,,"65 London Wall, London, EC2M 5TU",https://forma.co.uk/,forma.co.uk,020 7436 9672,ChIJv18AV9EadkgRrSFxRqB2agI,4.9,168,,14981335,0,1,50,1746342000,,,,,B,43,2026-08-09T10:14:39.211959+00:00,
53,2,Forma Smile & Beauty Dental Clinic,Cosmetic dentistry / implant clinics,,,"65 London Wall, London, EC2M 5TU",https://forma.co.uk/,forma.co.uk,020 7436 9672,ChIJv18AV9EadkgRrSFxRqB2agI,4.9,168,,14981335,0,1,50,1746342000,,,,,B,43,2026-08-09T10:14:39.212119+00:00,
72,2,Image Dental Clinic | Fitzrovia,Cosmetic dentistry / implant clinics,,,"21 Foley St, London, W1W 6DR",http://www.imagedentalclinic.co.uk/,imagedentalclinic.co.uk,020 7580 5339,ChIJU6ZpECobdkgR3FpQvf-ZIEE,4.9,172,"RAJABZADEH, Amitis",07333186,0,1,1,,,,,,B,43,2026-08-09T10:14:39.213158+00:00,
102,2,Montagu Dental,Cosmetic dentistry / implant clinics,,,"47 Montagu Mansions, Baker St, London, W1U 6LD",http://www.montagudental.com/,montagudental.com,020 7935 3016,ChIJJxuhHswadkgRJ5CzfNfykwM,4.9,176,"DAWOOD, Andrew Joseph Stanley",16034639,0,1,4,1780038000,,,,,B,43,2026-08-09T10:14:39.215103+00:00,
15,2,"London Periodontics, Implants and Dentistry",Cosmetic dentistry / implant clinics,,,"2nd floor, Surgery, 19 Wimpole St, London W1G 8GE",https://londonpid.co.uk/?utm_source=gmb&utm_medium=organic&utm_campaign=seo_campaign,londonpid.co.uk,020 7563 9989,ChIJ2__d6dMadkgRjB3M3ZArW5A,4.9,142,"BRUCE, Kevin",SC361424,0,1,51,1757746800,,,,,B,42,2026-08-09T10:14:39.210106+00:00,
21,2,Implant + Perio Clinic,Cosmetic dentistry / implant clinics,,,"57 Portland Pl, London, W1B 1QN",https://implantperio.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp,implantperio.net,020 7636 1711,ChIJWwMBudYadkgREv5w2Dri0ag,5.0,148,"LIM, Yeowchong",10516807,0,1,44,1760079600,,,,,B,42,2026-08-09T10:14:39.210375+00:00,
22,2,London Specialist Dentists,Cosmetic dentistry / implant clinics,,,"Unit A, 4th Floor, 193-195 Brompton Rd, London, SW3 1NE",https://londonspecialistdentist.co.uk/,londonspecialistdentist.co.uk,020 7207 5222,ChIJ3-Xw5FcFdkgRnvSWBDebUqk,4.9,145,"KNOWLES, Stephen",03819721,0,1,50,1734076800,,,,,B,42,2026-08-09T10:14:39.210413+00:00,
45,2,Swedish Smile Clinic,Cosmetic dentistry / implant clinics,,,"35 Devonshire Pl, London, W1G 6JP",http://www.swedishsmileclinic.co.uk/,swedishsmileclinic.co.uk,020 7486 1010,ChIJP-2OpNEadkgRJJCKOpZL32Y,4.8,147,"HASSAN, Haidar, Dr",08103860,0,1,50,1768550400,,,,,B,42,2026-08-09T10:14:39.211636+00:00,
55,2,The Knightsbridge Clinic,Cosmetic dentistry / implant clinics,,,"21 Knightsbridge, London, SW1X 7LY",https://tkcdental.co.uk/,tkcdental.co.uk,020 4634 4527,ChIJz6ejXpMFdkgRD6_kyo8xZUo,4.9,145,"PASCOE, Kim",08707557,0,1,50,1754550000,,,,,B,42,2026-08-09T10:14:39.212223+00:00,
105,2,Freshdental Clinic and Institute by Monik Vasant,Cosmetic dentistry / implant clinics,,,"46 Craven Rd, London, W2 3QA",https://www.freshdental.co.uk/?utm_campaign=gmb,freshdental.co.uk,020 7837 5523,ChIJbfrT3W8FdkgR5NDZjmHvz_M,4.9,150,"VASANT, Monik Mukundrai",10452170,0,1,7,1715151600,,,,,B,42,2026-08-09T10:14:39.215259+00:00,
89,2,London City Dentists,Cosmetic dentistry / implant clinics,,,"1 King William St, London, EC4N 7AR",https://www.londoncitydentists.com/,londoncitydentists.com,020 7488 4445,ChIJA37AaEwDdkgRMv4yxIVlM50,5.0,130,"HOLNESS, Wayne Andrew",17364347,0,1,50,1744354800,,,,,B,41,2026-08-09T10:14:39.214299+00:00,
90,2,Museum Dental Suites,Cosmetic dentistry / implant clinics,,,"70 Great Russell St, London, WC1B 3BN",http://www.museumdentalsuites.co.uk/,museumdentalsuites.co.uk,020 7183 0886,ChIJj39pkzMbdkgRt2VAZdzwqlQ,4.8,132,"SHAKIR, Abdulwahab Raad, Dr",13162658,0,1,4,1754636400,,,,,B,41,2026-08-09T10:14:39.214364+00:00,
14,2,Life Dental Implants (by Dr Azhar Sheikh),Cosmetic dentistry / implant clinics,,,"27-29 Warwick Wy, Pimlico, London, SW1V 1QT",https://lifedentalimplants.co.uk/?utm_source=gbm&utm_medium=post&utm_campaign=main,lifedentalimplants.co.uk,020 8068 2034,ChIJp5D3POAEdkgRgammQCsgNXk,4.9,107,"DAGUERRE, Christina Margarita",09737522,0,1,9,1779174000,,,,,B,40,2026-08-09T10:14:39.210069+00:00,
29,2,The Welbeck Clinic,Cosmetic dentistry / implant clinics,,,"20 Welbeck St, London, W1G 8ED",https://www.thewelbeckclinic.co.uk/,thewelbeckclinic.co.uk,020 7486 8100,ChIJy7jIrtMadkgRaFD-fZCzwrs,4.8,104,"ILATY, Rogieh, Dr",16060454,0,1,50,1708588800,,,,,B,40,2026-08-09T10:14:39.210755+00:00,
